user_id,task_count,task_id,choice_right,left_width_m,right_width_m,left_length_m,right_length_m,left_stairs,right_stairs,right_width_advantage_m,right_shortness_advantage_m,right_stairs_advantage,previous_choice_right,trial_progress,time_remaining_ms,decision_time_ms,confidence
11065958,5,37_L-EL1_R-EM0,0,2.0,2.0,20.0,15.0,1,0,0.0,5.0,-1,1.0,0.25,5034.0,2966.0,3.0
11065958,6,47_L-NL1_R-WM0,0,2.0,4.0,20.0,15.0,1,0,2.0,5.0,-1,-1.0,0.3,4779.0,3221.0,3.0
11065958,7,62_L-WM1_R-NM0,0,4.0,2.0,15.0,15.0,1,0,-2.0,0.0,-1,-1.0,0.35,5366.0,2634.0,4.0
11065958,8,11_L-ES1_R-EL0,0,2.0,2.0,10.0,20.0,1,0,0.0,-10.0,-1,-1.0,0.4,5751.0,2249.0,3.0
11065958,9,60_L-WM0_R-NS1,0,4.0,2.0,15.0,10.0,0,1,-2.0,5.0,1,-1.0,0.45,5711.0,2289.0,3.0
11065958,10,21_L-NS0_R-WL0,1,2.0,4.0,10.0,20.0,0,0,2.0,-10.0,0,-1.0,0.5,4702.0,3298.0,4.0
11065958,11,02_L-EL0_R-ES0,1,2.0,2.0,20.0,10.0,0,0,0.0,10.0,0,1.0,0.55,1726.0,6274.0,2.0
11065958,12,18_L-NL1_R-WS0,1,2.0,4.0,20.0,10.0,1,0,2.0,10.0,-1,1.0,0.6,2741.0,5259.0,3.0
11065958,13,29_L-WL1_R-NS0,0,4.0,2.0,20.0,10.0,1,0,-2.0,10.0,-1,1.0,0.65,5859.0,2141.0,4.0
11065958,14,33_L-WS0_R-NL1,0,4.0,2.0,10.0,20.0,0,1,-2.0,-10.0,1,-1.0,0.7,5756.0,2244.0,3.0
11065958,15,41_L-EM1_R-EL0,0,2.0,2.0,15.0,20.0,1,0,0.0,-5.0,-1,-1.0,0.75,4514.0,3486.0,4.0
11065958,16,31_L-WM0_R-NS0,0,4.0,2.0,15.0,10.0,0,0,-2.0,5.0,0,-1.0,0.8,5826.0,2174.0,4.0
11065958,17,36_L-EL0_R-EM1,1,2.0,2.0,20.0,15.0,0,1,0.0,5.0,1,-1.0,0.85,5095.0,2905.0,3.0
11065958,18,19_L-NM0_R-WL0,1,2.0,4.0,15.0,20.0,0,0,2.0,-5.0,0,1.0,0.9,5282.0,2718.0,4.0
11065958,20,16_L-NL0_R-WS0,1,2.0,4.0,20.0,10.0,0,0,2.0,10.0,0,1.0,1.0,5206.0,2794.0,4.0
1114855,1,21_L-NS0_R-WL0,1,2.0,4.0,10.0,20.0,0,0,2.0,-10.0,0,0.0,0.05,3248.0,4752.0,4.0
1114855,2,31_L-WM0_R-NS0,0,4.0,2.0,15.0,10.0,0,0,-2.0,5.0,0,1.0,0.1,3170.0,4830.0,4.0
1114855,3,46_L-NL0_R-WM1,1,2.0,4.0,20.0,15.0,0,1,2.0,5.0,1,-1.0,0.15,3673.0,4327.0,4.0
1114855,4,22_L-NS0_R-WL1,1,2.0,4.0,10.0,20.0,0,1,2.0,-10.0,1,1.0,0.2,5714.0,2286.0,4.0
1114855,5,62_L-WM1_R-NM0,0,4.0,2.0,15.0,15.0,1,0,-2.0,0.0,-1,1.0,0.25,4644.0,3356.0,4.0
1114855,6,40_L-EM0_R-ES1,1,2.0,2.0,15.0,10.0,0,1,0.0,5.0,1,-1.0,0.3,3940.0,4060.0,4.0
1114855,7,53_L-NM1_R-WS0,0,2.0,4.0,15.0,10.0,1,0,2.0,5.0,-1,1.0,0.35,1752.0,6248.0,4.0
1114855,8,61_L-WM1_R-NL0,0,4.0,2.0,15.0,20.0,1,0,-2.0,-5.0,-1,-1.0,0.4,5698.0,2302.0,4.0
1114855,9,14_L-WS1_R-NM0,0,4.0,2.0,10.0,15.0,1,0,-2.0,-5.0,-1,-1.0,0.45,5081.0,2919.0,4.0
1114855,10,44_L-ES0_R-EM1,1,2.0,2.0,10.0,15.0,0,1,0.0,-5.0,1,-1.0,0.5,2770.0,5230.0,4.0
1114855,11,48_L-NM0_R-WL1,1,2.0,4.0,15.0,20.0,0,1,2.0,-5.0,1,1.0,0.55,5586.0,2414.0,4.0
1114855,12,01_L-EL0_R-EM0,0,2.0,2.0,20.0,15.0,0,0,0.0,5.0,0,1.0,0.6,2549.0,5451.0,4.0
1114855,13,56_L-WL0_R-NM1,1,4.0,2.0,20.0,15.0,0,1,-2.0,5.0,1,-1.0,0.65,2367.0,5633.0,4.0
1114855,14,08_L-ES0_R-EL0,0,2.0,2.0,10.0,20.0,0,0,0.0,-10.0,0,1.0,0.7,1421.0,6579.0,4.0
1114855,15,52_L-NM1_R-WM0,1,2.0,4.0,15.0,15.0,1,0,2.0,0.0,-1,-1.0,0.75,750.0,7250.0,4.0
1114855,16,35_L-WS1_R-NL0,0,4.0,2.0,10.0,20.0,1,0,-2.0,-10.0,-1,1.0,0.8,5567.0,2433.0,4.0
1114855,17,06_L-EM0_R-EM0,0,2.0,2.0,15.0,15.0,0,0,0.0,0.0,0,-1.0,0.85,5154.0,2846.0,4.0
1114855,18,45_L-ES1_R-EM0,0,2.0,2.0,10.0,15.0,1,0,0.0,-5.0,-1,-1.0,0.9,3124.0,4876.0,4.0
1114855,19,59_L-WM0_R-NM1,0,4.0,2.0,15.0,15.0,0,1,-2.0,0.0,1,-1.0,0.95,6391.0,1609.0,4.0
1114855,20,50_L-NM0_R-WS1,1,2.0,4.0,15.0,10.0,0,1,2.0,5.0,1,-1.0,1.0,6387.0,1613.0,5.0
11519326,1,05_L-EM0_R-EL0,0,2.0,2.0,15.0,20.0,0,0,0.0,-5.0,0,0.0,0.05,3723.0,4277.0,2.0
11519326,2,41_L-EM1_R-EL0,0,2.0,2.0,15.0,20.0,1,0,0.0,-5.0,-1,-1.0,0.1,2958.0,5042.0,3.0
11519326,3,51_L-NM1_R-WL0,0,2.0,4.0,15.0,20.0,1,0,2.0,-5.0,-1,-1.0,0.15,3671.0,4329.0,3.0
11519326,4,22_L-NS0_R-WL1,0,2.0,4.0,10.0,20.0,0,1,2.0,-10.0,1,-1.0,0.2,3637.0,4363.0,3.0
11519326,5,18_L-NL1_R-WS0,1,2.0,4.0,20.0,10.0,1,0,2.0,10.0,-1,-1.0,0.25,2808.0,5192.0,3.0
11519326,6,35_L-WS1_R-NL0,0,4.0,2.0,10.0,20.0,1,0,-2.0,-10.0,-1,1.0,0.3,4636.0,3364.0,4.0
11519326,7,28_L-WL0_R-NS1,1,4.0,2.0,20.0,10.0,0,1,-2.0,10.0,1,-1.0,0.35,4037.0,3963.0,3.0
11519326,8,34_L-WS0_R-NM0,0,4.0,2.0,10.0,15.0,0,0,-2.0,-5.0,0,1.0,0.4,4807.0,3193.0,3.0
11519326,9,37_L-EL1_R-EM0,0,2.0,2.0,20.0,15.0,1,0,0.0,5.0,-1,-1.0,0.45,2639.0,5361.0,2.0
11519326,10,44_L-ES0_R-EM1,1,2.0,2.0,10.0,15.0,0,1,0.0,-5.0,1,-1.0,0.5,3005.0,4995.0,3.0
11519326,11,58_L-WM0_R-NL1,1,4.0,2.0,15.0,20.0,0,1,-2.0,-5.0,1,1.0,0.55,1107.0,6893.0,2.0
11519326,12,03_L-EL0_R-ES1,1,2.0,2.0,20.0,10.0,0,1,0.0,10.0,1,1.0,0.6,5253.0,2747.0,3.0
11519326,13,01_L-EL0_R-EM0,1,2.0,2.0,20.0,15.0,0,0,0.0,5.0,0,1.0,0.65,4986.0,3014.0,3.0
11519326,14,16_L-NL0_R-WS0,1,2.0,4.0,20.0,10.0,0,0,2.0,10.0,0,1.0,0.7,3485.0,4515.0,3.0
11519326,16,31_L-WM0_R-NS0,1,4.0,2.0,15.0,10.0,0,0,-2.0,5.0,0,1.0,0.8,3206.0,4794.0,3.0
11519326,17,42_L-EM1_R-EM0,0,2.0,2.0,15.0,15.0,1,0,0.0,0.0,-1,1.0,0.85,4653.0,3347.0,3.0
11519326,18,62_L-WM1_R-NM0,0,4.0,2.0,15.0,15.0,1,0,-2.0,0.0,-1,-1.0,0.9,3902.0,4098.0,4.0
11519326,19,11_L-ES1_R-EL0,0,2.0,2.0,10.0,20.0,1,0,0.0,-10.0,-1,-1.0,0.95,5052.0,2948.0,4.0
11519326,20,24_L-NS1_R-WL0,0,2.0,4.0,10.0,20.0,1,0,2.0,-10.0,-1,-1.0,1.0,5386.0,2614.0,3.0
11739127,1,28_L-WL0_R-NS1,0,4.0,2.0,20.0,10.0,0,1,-2.0,10.0,1,0.0,0.05,4511.0,3489.0,2.0
11739127,2,25_L-WM0_R-NM0,0,4.0,2.0,15.0,15.0,0,0,-2.0,0.0,0,-1.0,0.1,2124.0,5876.0,1.0
11739127,4,32_L-WS0_R-NL0,0,4.0,2.0,10.0,20.0,0,0,-2.0,-10.0,0,-1.0,0.2,5053.0,2947.0,2.0
11739127,5,11_L-ES1_R-EL0,1,2.0,2.0,10.0,20.0,1,0,0.0,-10.0,-1,-1.0,0.25,5284.0,2716.0,2.0
11739127,6,36_L-EL0_R-EM1,1,2.0,2.0,20.0,15.0,0,1,0.0,5.0,1,1.0,0.3,1633.0,6367.0,3.0
11739127,7,14_L-WS1_R-NM0,0,4.0,2.0,10.0,15.0,1,0,-2.0,-5.0,-1,1.0,0.35,5121.0,2879.0,4.0
11739127,8,15_L-NL0_R-WM0,1,2.0,4.0,20.0,15.0,0,0,2.0,5.0,0,-1.0,0.4,4708.0,3292.0,4.0
11739127,9,45_L-ES1_R-EM0,0,2.0,2.0,10.0,15.0,1,0,0.0,-5.0,-1,1.0,0.45,4676.0,3324.0,4.0
11739127,10,40_L-EM0_R-ES1,1,2.0,2.0,15.0,10.0,0,1,0.0,5.0,1,-1.0,0.5,3441.0,4559.0,4.0
11739127,11,43_L-EM1_R-ES0,0,2.0,2.0,15.0,10.0,1,0,0.0,5.0,-1,1.0,0.55,4770.0,3230.0,4.0
11739127,12,53_L-NM1_R-WS0,0,2.0,4.0,15.0,10.0,1,0,2.0,5.0,-1,-1.0,0.6,4804.0,3196.0,4.0
11739127,13,07_L-EM0_R-ES0,1,2.0,2.0,15.0,10.0,0,0,0.0,5.0,0,-1.0,0.65,5659.0,2341.0,2.0
11739127,14,42_L-EM1_R-EM0,0,2.0,2.0,15.0,15.0,1,0,0.0,0.0,-1,1.0,0.7,5204.0,2796.0,4.0
11739127,15,29_L-WL1_R-NS0,0,4.0,2.0,20.0,10.0,1,0,-2.0,10.0,-1,-1.0,0.75,4266.0,3734.0,4.0
11739127,16,61_L-WM1_R-NL0,0,4.0,2.0,15.0,20.0,1,0,-2.0,-5.0,-1,-1.0,0.8,5070.0,2930.0,4.0
11739127,17,49_L-NM0_R-WM1,1,2.0,4.0,15.0,15.0,0,1,2.0,0.0,1,-1.0,0.85,5056.0,2944.0,4.0
11739127,18,62_L-WM1_R-NM0,0,4.0,2.0,15.0,15.0,1,0,-2.0,0.0,-1,1.0,0.9,4549.0,3451.0,4.0
11739127,19,22_L-NS0_R-WL1,1,2.0,4.0,10.0,20.0,0,1,2.0,-10.0,1,-1.0,0.95,5749.0,2251.0,4.0
11739127,20,33_L-WS0_R-NL1,1,4.0,2.0,10.0,20.0,0,1,-2.0,-10.0,1,1.0,1.0,5559.0,2441.0,4.0
1178658,1,42_L-EM1_R-EM0,0,2.0,2.0,15.0,15.0,1,0,0.0,0.0,-1,0.0,0.05,4582.0,3418.0,4.0
1178658,2,60_L-WM0_R-NS1,1,4.0,2.0,15.0,10.0,0,1,-2.0,5.0,1,-1.0,0.1,5356.0,2644.0,4.0
1178658,3,52_L-NM1_R-WM0,0,2.0,4.0,15.0,15.0,1,0,2.0,0.0,-1,1.0,0.15,4948.0,3052.0,4.0
1178658,4,26_L-WL0_R-NM0,0,4.0,2.0,20.0,15.0,0,0,-2.0,5.0,0,-1.0,0.2,3616.0,4384.0,3.0
1178658,5,25_L-WM0_R-NM0,0,4.0,2.0,15.0,15.0,0,0,-2.0,0.0,0,-1.0,0.25,4199.0,3801.0,3.0
1178658,6,32_L-WS0_R-NL0,0,4.0,2.0,10.0,20.0,0,0,-2.0,-10.0,0,-1.0,0.3,4520.0,3480.0,4.0
1178658,7,38_L-EM0_R-EL1,1,2.0,2.0,15.0,20.0,0,1,0.0,-5.0,1,-1.0,0.35,5163.0,2837.0,5.0
1178658,8,36_L-EL0_R-EM1,1,2.0,2.0,20.0,15.0,0,1,0.0,5.0,1,1.0,0.4,5700.0,2300.0,4.0
1178658,9,23_L-NS0_R-WM0,1,2.0,4.0,10.0,15.0,0,0,2.0,-5.0,0,1.0,0.45,3680.0,4320.0,3.0
1178658,10,18_L-NL1_R-WS0,0,2.0,4.0,20.0,10.0,1,0,2.0,10.0,-1,1.0,0.5,5581.0,2419.0,4.0
1178658,11,29_L-WL1_R-NS0,0,4.0,2.0,20.0,10.0,1,0,-2.0,10.0,-1,-1.0,0.55,5776.0,2224.0,4.0
1178658,12,63_L-WM1_R-NS0,0,4.0,2.0,15.0,10.0,1,0,-2.0,5.0,-1,-1.0,0.6,5487.0,2513.0,4.0
1178658,13,27_L-WL0_R-NS0,1,4.0,2.0,20.0,10.0,0,0,-2.0,10.0,0,-1.0,0.65,4001.0,3999.0,3.0
1178658,14,41_L-EM1_R-EL0,0,2.0,2.0,15.0,20.0,1,0,0.0,-5.0,-1,1.0,0.7,5729.0,2271.0,4.0
1178658,15,48_L-NM0_R-WL1,1,2.0,4.0,15.0,20.0,0,1,2.0,-5.0,1,-1.0,0.75,5764.0,2236.0,4.0
1178658,16,13_L-WS0_R-NM1,1,4.0,2.0,10.0,15.0,0,1,-2.0,-5.0,1,1.0,0.8,5796.0,2204.0,4.0
1178658,17,19_L-NM0_R-WL0,1,2.0,4.0,15.0,20.0,0,0,2.0,-5.0,0,1.0,0.85,5983.0,2017.0,3.0
1178658,18,59_L-WM0_R-NM1,1,4.0,2.0,15.0,15.0,0,1,-2.0,0.0,1,1.0,0.9,5791.0,2209.0,4.0
1178658,19,43_L-EM1_R-ES0,0,2.0,2.0,15.0,10.0,1,0,0.0,5.0,-1,1.0,0.95,5772.0,2228.0,4.0
1178658,20,37_L-EL1_R-EM0,0,2.0,2.0,20.0,15.0,1,0,0.0,5.0,-1,-1.0,1.0,5571.0,2429.0,5.0
11976433,1,44_L-ES0_R-EM1,1,2.0,2.0,10.0,15.0,0,1,0.0,-5.0,1,0.0,0.05,4055.0,3945.0,3.0
11976433,2,27_L-WL0_R-NS0,0,4.0,2.0,20.0,10.0,0,0,-2.0,10.0,0,1.0,0.1,950.0,7050.0,2.0
11976433,3,63_L-WM1_R-NS0,0,4.0,2.0,15.0,10.0,1,0,-2.0,5.0,-1,-1.0,0.15,4317.0,3683.0,4.0
11976433,4,56_L-WL0_R-NM1,1,4.0,2.0,20.0,15.0,0,1,-2.0,5.0,1,-1.0,0.2,4735.0,3265.0,3.0
11976433,5,40_L-EM0_R-ES1,1,2.0,2.0,15.0,10.0,0,1,0.0,5.0,1,1.0,0.25,2616.0,5384.0,4.0
11976433,6,30_L-WM0_R-NL0,0,4.0,2.0,15.0,20.0,0,0,-2.0,-5.0,0,1.0,0.3,4500.0,3500.0,4.0
11976433,7,47_L-NL1_R-WM0,0,2.0,4.0,20.0,15.0,1,0,2.0,5.0,-1,-1.0,0.35,3701.0,4299.0,4.0
11976433,8,28_L-WL0_R-NS1,1,4.0,2.0,20.0,10.0,0,1,-2.0,10.0,1,-1.0,0.4,4263.0,3737.0,4.0
11976433,9,54_L-NS0_R-WM1,1,2.0,4.0,10.0,15.0,0,1,2.0,-5.0,1,1.0,0.45,5432.0,2568.0,4.0
11976433,10,46_L-NL0_R-WM1,1,2.0,4.0,20.0,15.0,0,1,2.0,5.0,1,1.0,0.5,5617.0,2383.0,4.0
11976433,11,35_L-WS1_R-NL0,0,4.0,2.0,10.0,20.0,1,0,-2.0,-10.0,-1,1.0,0.55,3616.0,4384.0,4.0
11976433,12,49_L-NM0_R-WM1,1,2.0,4.0,15.0,15.0,0,1,2.0,0.0,1,-1.0,0.6,5264.0,2736.0,4.0
11976433,13,16_L-NL0_R-WS0,1,2.0,4.0,20.0,10.0,0,0,2.0,10.0,0,1.0,0.65,5199.0,2801.0,3.0
11976433,14,01_L-EL0_R-EM0,1,2.0,2.0,20.0,15.0,0,0,0.0,5.0,0,1.0,0.7,3506.0,4494.0,2.0
11976433,15,58_L-WM0_R-NL1,0,4.0,2.0,15.0,20.0,0,1,-2.0,-5.0,1,1.0,0.75,5163.0,2837.0,3.0
11976433,16,04_L-EL1_R-ES0,0,2.0,2.0,20.0,10.0,1,0,0.0,10.0,-1,-1.0,0.8,5467.0,2533.0,4.0
11976433,17,10_L-ES0_R-EM0,0,2.0,2.0,10.0,15.0,0,0,0.0,-5.0,0,-1.0,0.85,3471.0,4529.0,1.0
11976433,18,41_L-EM1_R-EL0,0,2.0,2.0,15.0,20.0,1,0,0.0,-5.0,-1,-1.0,0.9,5250.0,2750.0,3.0
11976433,19,33_L-WS0_R-NL1,1,4.0,2.0,10.0,20.0,0,1,-2.0,-10.0,1,-1.0,0.95,4050.0,3950.0,3.0
11976433,20,52_L-NM1_R-WM0,0,2.0,4.0,15.0,15.0,1,0,2.0,0.0,-1,1.0,1.0,4698.0,3302.0,3.0
12811472,1,11_L-ES1_R-EL0,0,2.0,2.0,10.0,20.0,1,0,0.0,-10.0,-1,0.0,0.05,4849.0,3151.0,4.0
12811472,2,09_L-ES0_R-EL1,1,2.0,2.0,10.0,20.0,0,1,0.0,-10.0,1,-1.0,0.1,5003.0,2997.0,4.0
12811472,3,27_L-WL0_R-NS0,0,4.0,2.0,20.0,10.0,0,0,-2.0,10.0,0,1.0,0.15,4399.0,3601.0,3.0
12811472,4,14_L-WS1_R-NM0,0,4.0,2.0,10.0,15.0,1,0,-2.0,-5.0,-1,-1.0,0.2,5132.0,2868.0,4.0
12811472,5,42_L-EM1_R-EM0,0,2.0,2.0,15.0,15.0,1,0,0.0,0.0,-1,-1.0,0.25,5245.0,2755.0,4.0
12811472,6,02_L-EL0_R-ES0,1,2.0,2.0,20.0,10.0,0,0,0.0,10.0,0,-1.0,0.3,4360.0,3640.0,3.0
12811472,7,47_L-NL1_R-WM0,0,2.0,4.0,20.0,15.0,1,0,2.0,5.0,-1,1.0,0.35,6749.0,1251.0,4.0
12811472,9,56_L-WL0_R-NM1,1,4.0,2.0,20.0,15.0,0,1,-2.0,5.0,1,-1.0,0.45,5617.0,2383.0,4.0
12811472,10,52_L-NM1_R-WM0,0,2.0,4.0,15.0,15.0,1,0,2.0,0.0,-1,1.0,0.5,4797.0,3203.0,4.0
12811472,11,46_L-NL0_R-WM1,1,2.0,4.0,20.0,15.0,0,1,2.0,5.0,1,-1.0,0.55,5815.0,2185.0,4.0
12811472,12,45_L-ES1_R-EM0,0,2.0,2.0,10.0,15.0,1,0,0.0,-5.0,-1,1.0,0.6,5589.0,2411.0,4.0
12811472,13,55_L-NS1_R-WM0,0,2.0,4.0,10.0,15.0,1,0,2.0,-5.0,-1,-1.0,0.65,5319.0,2681.0,4.0
12811472,14,22_L-NS0_R-WL1,1,2.0,4.0,10.0,20.0,0,1,2.0,-10.0,1,-1.0,0.7,5614.0,2386.0,4.0
12811472,15,17_L-NL0_R-WS1,1,2.0,4.0,20.0,10.0,0,1,2.0,10.0,1,1.0,0.75,6127.0,1873.0,4.0
12811472,16,23_L-NS0_R-WM0,0,2.0,4.0,10.0,15.0,0,0,2.0,-5.0,0,1.0,0.8,5266.0,2734.0,3.0
12811472,17,25_L-WM0_R-NM0,0,4.0,2.0,15.0,15.0,0,0,-2.0,0.0,0,-1.0,0.85,5200.0,2800.0,3.0
12811472,18,35_L-WS1_R-NL0,0,4.0,2.0,10.0,20.0,1,0,-2.0,-10.0,-1,-1.0,0.9,5335.0,2665.0,4.0
12811472,19,29_L-WL1_R-NS0,0,4.0,2.0,20.0,10.0,1,0,-2.0,10.0,-1,-1.0,0.95,3995.0,4005.0,4.0
12811472,20,40_L-EM0_R-ES1,1,2.0,2.0,15.0,10.0,0,1,0.0,5.0,1,-1.0,1.0,5900.0,2100.0,4.0
12869257,1,38_L-EM0_R-EL1,0,2.0,2.0,15.0,20.0,0,1,0.0,-5.0,1,0.0,0.05,4986.0,3014.0,4.0
12869257,2,28_L-WL0_R-NS1,0,4.0,2.0,20.0,10.0,0,1,-2.0,10.0,1,-1.0,0.1,5678.0,2322.0,4.0
12869257,3,18_L-NL1_R-WS0,1,2.0,4.0,20.0,10.0,1,0,2.0,10.0,-1,-1.0,0.15,5334.0,2666.0,4.0
12869257,4,44_L-ES0_R-EM1,1,2.0,2.0,10.0,15.0,0,1,0.0,-5.0,1,1.0,0.2,3359.0,4641.0,4.0
12869257,5,48_L-NM0_R-WL1,1,2.0,4.0,15.0,20.0,0,1,2.0,-5.0,1,1.0,0.25,4967.0,3033.0,5.0
12869257,6,19_L-NM0_R-WL0,0,2.0,4.0,15.0,20.0,0,0,2.0,-5.0,0,1.0,0.3,4631.0,3369.0,3.0
12869257,7,03_L-EL0_R-ES1,1,2.0,2.0,20.0,10.0,0,1,0.0,10.0,1,-1.0,0.35,3752.0,4248.0,3.0
12869257,8,16_L-NL0_R-WS0,0,2.0,4.0,20.0,10.0,0,0,2.0,10.0,0,1.0,0.4,5293.0,2707.0,3.0
12869257,9,17_L-NL0_R-WS1,1,2.0,4.0,20.0,10.0,0,1,2.0,10.0,1,-1.0,0.45,5143.0,2857.0,4.0
12869257,10,24_L-NS1_R-WL0,0,2.0,4.0,10.0,20.0,1,0,2.0,-10.0,-1,1.0,0.5,3523.0,4477.0,2.0
12869257,11,09_L-ES0_R-EL1,1,2.0,2.0,10.0,20.0,0,1,0.0,-10.0,1,-1.0,0.55,4374.0,3626.0,2.0
12869257,12,27_L-WL0_R-NS0,0,4.0,2.0,20.0,10.0,0,0,-2.0,10.0,0,1.0,0.6,2976.0,5024.0,2.0
12869257,13,37_L-EL1_R-EM0,0,2.0,2.0,20.0,15.0,1,0,0.0,5.0,-1,-1.0,0.65,4430.0,3570.0,3.0
12869257,14,47_L-NL1_R-WM0,0,2.0,4.0,20.0,15.0,1,0,2.0,5.0,-1,-1.0,0.7,5600.0,2400.0,3.0
12869257,15,33_L-WS0_R-NL1,1,4.0,2.0,10.0,20.0,0,1,-2.0,-10.0,1,-1.0,0.75,4959.0,3041.0,4.0
12869257,16,06_L-EM0_R-EM0,1,2.0,2.0,15.0,15.0,0,0,0.0,0.0,0,1.0,0.8,3738.0,4262.0,3.0
12869257,17,23_L-NS0_R-WM0,1,2.0,4.0,10.0,15.0,0,0,2.0,-5.0,0,1.0,0.85,4278.0,3722.0,2.0
12869257,18,63_L-WM1_R-NS0,0,4.0,2.0,15.0,10.0,1,0,-2.0,5.0,-1,1.0,0.9,5583.0,2417.0,4.0
12869257,19,13_L-WS0_R-NM1,1,4.0,2.0,10.0,15.0,0,1,-2.0,-5.0,1,-1.0,0.95,4657.0,3343.0,3.0
12869257,20,14_L-WS1_R-NM0,0,4.0,2.0,10.0,15.0,1,0,-2.0,-5.0,-1,1.0,1.0,5793.0,2207.0,4.0
13455851,1,11_L-ES1_R-EL0,0,2.0,2.0,10.0,20.0,1,0,0.0,-10.0,-1,0.0,0.05,5774.0,2226.0,4.0
13455851,2,12_L-NM0_R-WM0,1,2.0,4.0,15.0,15.0,0,0,2.0,0.0,0,-1.0,0.1,3967.0,4033.0,3.0
13455851,3,13_L-WS0_R-NM1,1,4.0,2.0,10.0,15.0,0,1,-2.0,-5.0,1,1.0,0.15,3374.0,4626.0,4.0
13455851,4,19_L-NM0_R-WL0,0,2.0,4.0,15.0,20.0,0,0,2.0,-5.0,0,1.0,0.2,2884.0,5116.0,2.0
13455851,5,33_L-WS0_R-NL1,1,4.0,2.0,10.0,20.0,0,1,-2.0,-10.0,1,-1.0,0.25,2582.0,5418.0,4.0
